Id	EssaySet	Score1	Score2	EssayText
17148	7	2	2	A trait that well describes Rose is that she puts other peoples feelings above her own, and she cares more of how others feel than herself. An example is in paragraph 19 'Rose didn't answer. If she told the truth, she would hurt her aunt.'
17149	7	2	2	Based on Rose's conversations, it is very obvious that she is a caring person. She would rather suffer herself than make anyone else hurt. Rose's aunt asks her if she felt weighed down. Rose couldn't answer in fear of hurting her aunt or her mother.
17150	7	0	0	She does not talk much. She usually nods and gives jestures. If she does speak, she used short and choppy sentences.
17151	7	2	2	She very worried for the family and that is why she says 'What's wrong? You feel okay?'
17152	7	2	2	When Rose is talking to her sister, Anna she tries to look at the bright side of things. She tries to get her sister to think positive about the situations in their family. Rose tries to get her to see that everything the others in her family are doing is going to help them out in the long run. Rose says 'It's only been four months, He had to go. The job in Los Angeles paid three times what he was making here.' When Anna starts to get negative Rose tells her that they have to support their brother, Paul, and he will support them in the future. Rose has a positive attitude.
17153	7	1	1	One trait that identifies Rose is that she is a very caring person. She wants to have her dad back from his job so they can have a family and live happily again.
17154	7	0	0	she is having a hard time with everything becouse of the essey and the family.
17155	7	2	2	Rose's conversations with her Aunt Kolab shows that she is a caring person.  When her aunt asks her if she feels weighed down because of her responsibilities, Rose is hesitant to answer because she does not want to upset her aunt.
17156	7	1	1	Rose is very determined. She wants to do the best that she can for her family and also for herself. She is trying to help the family while her mom is gone working and she is also doing her best in school so that she can get her diploma.
17157	7	1	1	She seems to be very hardworking like when she felt that it was urgent to relate to the dream and it needed to be done.
17158	7	0	0	She has a wondering mind. She has dreams about everything.
17159	7	0	0	Rose is very honest about her situation. She wants to be less pressured. Her aunt can see this from their conversation.
17160	7	1	1	From her conversations with Anna, I conclude that Rose is like a mother figure to Anna sometimes. She tries to stay positive so her little sister doesn't get discouraged. In the story, it states that Anna says, 'You sound just like Mama.' This shows that Rose has the traits of a mother figure in their relationship. Since Rose is the older sister, she has to look over her little sister when her mother is gone.
17161	7	2	2	Caring. If she told her aunt the truth she would hurt her aunt.
17162	7	2	2	Rose is caring based on her conversation with Anna because of her walking in and asking if she is okay and poured two glasses of orange juice and talked.
17163	7	1	1	Rose is hard working and feels like she has to work hard for her family. By the dream you can conclude that she feels weighed down by the hard work she has to put into supporting her family. She however continues to work on her essay and comes up with a topic to write about.
17164	7	0	0	Rose internalizes all her pressure and misgivings. She hides her true feelings when she talks to Anna. 'She tried a laugh that sounded fake even to her.' Even Rose doesn't believe what she says, she only puts on a brave face while talking to Anna.
17165	7	0	0	One of her traits is her maturity. Even thou she is just a child she thinks as an adult. She explains to Anna that they have a part in this family to help Paul finish college. Most kids would complain about the work but instead she works with no complaint.
17166	7	2	2	She is a compasionate and caring person that cares about others. One detail from the story that supports my answer is when she asked her sister what was wrong and if she felt okay.
17167	7	1	1	One trait that can describe Rose based on her conversations with Anna or Aunt Kolab would be hard-working. She works hard in school, goes to work, and then helps around the house every day. Even her aunt understood how she might be 'weighed down' by the things she does.
17168	7	0	0	Rose is pressured     She'd already had to miss a lot of shifts, and her supervisor was on the verge of firing her.
17169	7	0	0	In the conversation with Anna, Rose seemed to have been worried about her essay. However, when Anna walked in and started to talk about their mother Rose suddenly got angry but gentle with Anna. Rose is a busy person with too much on her plate.
17170	7	1	1	One trait about rose is that she is very helpful. When Aunt Kolab asks her if she feels weighed down by what all that rose does to help the family, but she can't say the truth because she is afraid that Aunt Kolab will tell mother.
17171	7	1	1	One trait that can describe Rose based on her conversations with Anna is that she is just like her mom. One detail that supports my answer is in paragraph 12. Anna rolled her eyes and shoved her chair away from the table and said, 'You sound just like Mama.'
17172	7	0	0	'Only if you already have everything,' Rose said. Rose seems exhausted, as if shes mad that she had to grow up so soon. She doesnt like the fact that she has to have so much responsibility. Her Papa not being there is what makes it worse for her. Even thought she thought it was better off for him to be in Los Angeles.
17173	7	0	0	Rose seems like a very shy person. In her conversation with Aunt Kolab, the only time she actually speaks is to relay her dream. Then, when Aunt Kolab gives her some advice, she just nods several times and never vocalizes the fact that she was going to use the topic for her essay, or that she was very helped out by Aunt Kolabs's advice.
17174	7	0	0	She is very dreamy.
17175	7	0	0	Rose doesn't like the fact that her brother has taken responsibility for both Rose and her sister.  For example, when she said, 'only three years older, he held the fate of two people--both his sisters--in his hands.
17176	7	1	1	Rose is very hard working and sometimes even though its hard she will keep trying no matter what. She often looks to the bright side of things. One detail from the story is when her and her sister Anna were talking, Anna felt resentment towards her parents because they left them, but Rose doesnt complain about it and keeps living her life without complaining.
17177	7	0	0	Rose is a trusting person. In her conversation with Anna she says, 'We have our part to do to help Paul finish college. Then he'll get a good job, Anna, and he'll pay for you and me to go to college.' She puts her trust in her brother that he will graduate from college and get a good job to pay for her and their sister to go to college also. Rose could not put her trust in her brother and save her money, from working, for herself, but instead she puts her trust in her brother and works because she believes he will get a good job.
17178	7	0	0	Imaginative because she thought of that dream.
17180	7	2	2	Rose cares about others. An example is 'Its only been four months,' Rose said as gently as she could.  'He had to go.  Yhe job in Los Angeles paid three times what he was making here.'
17181	7	0	0	Rose fell asleep trying to work on her essay. When Anna walked in Rose asked if she was ok and Anna said no. Rose told her that she fell asleep. This goes to show that she is always busy and has little time to do anything else.
17182	7	2	2	Roses ocversation with Anna shows that she is mature. When Anna gets upset about missing her Papa, instead of getting angry with Anna for not being understanding, Rose calmly explains to her that it is necessary for him to work in Los Angeles because he is making  more money there.
17183	7	1	1	She is caring for her sister because she was trying to make her feel better about their father being away. She said it had only been four months, and said he will eventually get a better job to put us through college.
17184	7	0	0	There are many different traits I could use to describe Rose, I feel that brave would describe her the best. I think this because when Rose's Aunt Kolab asked is Rose felt weighed down by her family,Rose didn't want to answer. Rose didn't want to answer because she was prepared to take care of the family. Im my mind that is really brave.
17185	7	0	0	One trait of Rose is she is very busy. You can tell this because she barely has time to right an essay because of her job.
17186	7	2	2	Rose can see from her aunts point of view like she says in the story, she thought about wheather or not what she said about the dream if it would hurt her aunts feelings or not.  Also she is respectfull of others and their pesonal opinions.
17187	7	2	2	Rose is very caring towards her family. In the story, she doesn't want to tell her aunt that she is weighed down by all she is doing for Paul because she fells that this might discourage her mother and aunt.
17188	7	0	0	Rose seems to be a busy-body who has no time to enjoy life, case in point : 'when would she squeeze in writing a flawless three-thousand-word essay?'
17189	7	0	0	Uncertain
17190	7	2	2	One trait the describes Rose is hard working. Even though her aunt, her sister, and her are working to pay for Paul to go to college and get his diploma she never stops working. She is always willing to see what is best for the other person in the relationship. She could just law down and say 'I quit,' but she doesn't. She keeps working towards a better future for her family and herself.
17191	7	0	0	Rose seems to have the trait of being stressed. In paragraph 18, her Aunt Kolab asked Rose if she feels too weighed down with everything she is doing for this family. Part of that conversation reflets the effort Rose is putting into everything and how stressed she truely is.
17193	7	0	0	When Rose talks about her father and his job in Los Angeles; He's paid more their than at home. She want's to get into college and she thinks money will do the trick. They both believe money will support their lives.
17194	7	0	0	Rose is selfish. When talking to her sister Rose responds to Anna's comment 'Money isn't everything' by saying 'Only if you have everything'. This shows that Rose cares more about money than then her family making her selfish.
17195	7	2	2	Although Rose feels very weighed down and stressed by the weight of the family, she is very considerate of other people's feelings. She does not want to hurt her aunt or her mother's feelings by admitting the way that she feels. However, Aunt Kolab is very understanding and talks through the situation with her niece.
17196	7	0	0	Honest. Rose is honest when she tells Aunt Kolab about her dream. When Kolab asked if she felt weighed down, Rose didn't answer-- she was being honest with herself.
17197	7	0	0	Rose thinks that money is very important and determines your overall state of wealth and her sister doesn't. In the story as Rose and Anna were talking Anna says 'Money isn't everything Rose' and then Rose replies 'Not if you already have everything.' And to me this is just like saying that Rose wouldn't be happy unless she had everything.
17198	7	0	0	She said that she feels like she is the one who is supporting the family and that she feels weighed down because of it. When Rose is talking to Anna, she states how she feels about her father leaving, and that upsets Anna.
17200	7	2	2	'We have our part to do to help Paul finish college. Then he'll get a good job,Anna, and he'll pay for you and me to go to college.' This is a quote taken out of the passage. Rose is trying to calm Anna down she understands that  its hard for her and it is almost as if Rose has become the 'mother figure' in Annas life. So the trait that identified in the passage is that she caring. She cares so much for the other people in her life that she is willing to suffer.
17201	7	0	0	She hides how she feels alot while she talks,'I hate how late she has to work,' her voice sank into a deep whisper
17202	7	1	1	Rose is very responsible and wants to help out her family. one detail from the story that supports this is when Aunt Kolb asked Rose if she felt weighed down by what she was doing t help the family.
17204	7	0	0	Flexibility because she had to change in many ways from moving to a whole new country and it had really discouraged her. Rose starts to see that there are ways that the situation gets better when at the end of the conversation in paragraph 23 when she sees that maybe her life could get better and she finally thought of a topic for her essay. flexibilt
17205	7	0	0	stressed.she cupped her hands.
17206	7	0	0	Rose is a girl that likes to nod alot. A detail about her is that she is a very strong girl.
17207	7	0	0	melanie Adair
17208	7	1	1	She is perservering, as can be seen in paragraph 23. She heeds her aunt's advice and proceeds to write her essay. This shows an aspect of determination in Rose.
17209	7	2	2	One trait that Rose has shown is hopefulness.  Even though things are hard for her right now she isn't giving up on things.  In paragraph 23 of the text it states, 'But her aunt's offer had somehow made her feel lighter.'  By listening to what her aunt had to say and stepping back to see the whole situation, Rose gained the hope that she wouldn't be stressed for long.
17210	7	1	1	She is a hardworker. 'From school she'd gone straight to the restaurant to work a four-hour shift, then straight home to help aunt Kolab prepare a quick supper. After that it was time to do homework.'
17211	7	2	2	She is hopeful. In her conversation with Anna she says, 'We have do to our part to help Paul finish college. Then he'll get a good job and he'll pay for you and me to go to college.'. She is hoping and trusting that Paul will do well in college.
17212	7	0	0	One detail I can identify from this story is that their family most likely came from a different country. 'Her aunt's face lit up. 'Maybe I can sew for ladies. Or I could make special treats from our country and sell them.''
17213	7	1	1	She feels that she needs to help with every thing. She works a lot and can't do the essay like she wants. Even if she won she can't travel to Sacramento to recive the prize.
17214	7	0	0	Rose is reminding person because she reminds her sister about how they have to help their brother. An example of this then Rosa says 'we have our part to do to help Paul finish college
17215	7	0	0	She is positive. Instead of complaining about what's wrong she keeps it to herself and talks about what's right.
17216	7	0	0	One trait of Rose is that she is obediant. She retains her feelings while talking with her Aunt Kolab in the kitchen, even though she really dislikes the fact that she has to work to put her older brother through college. Rose doesn't tell her Aunt her real feelings so that it does not bother her Aunt, and so that her Aunt would not tell her mother who would be very uneased about the sitituation.
17217	7	1	1	Rose is very hardworking. She goes to school, work, and helps out at home so that her family may have a better life. Her Aunt Kolab understands this, and asks Rose if all the work she is doing is too much for her.
17218	7	1	1	Rose in very responceable because in the story she si stell Aunt Kolab that she is exausted from workin and aunt Kolab asks if it is putting too much stress on  her trying to help out this family.
17219	7	1	1	Rose is a hrdworking girl who tries to good in everything she does.In the passage of crossing over in paragraph two ' From school she'd gone straight to the restaurant to work four-hour shift, then straight home to help Aunt Kolab prepare a quick supper. After it was time to do homework' this shows how hard working and dedicated Rose is to her family.
17220	7	2	2	Rose is a caring person because in paragraph 19 it says that Rose didin't answer so she would not hurt her aunt's feelings.
17221	7	1	1	Rose is a very respectful person. While she was talking with her aunt she did not want to tell her how she truly felt because she believed it would upset her, and the rest of the family. Rose likes to put other people before herself. She is a caring person but she sometimes doesn't understand when it is to much. After talking with her aunt she realized that she couldnt weigh herself down with other peoples problems. 'Do you feel so weighed down by what you're doing to help this family?' That quote is from the story, and that quote is what made me infer what type of person Rose was. She does her best to help people, especially the ones she loves, and in the end she is just weighing herself down. That is the heart of a true caring person, and not only a caring person, but a strong person as well.
17222	7	0	0	One thing that describes Rose is that she is over worked and tired.  One detail is that most of her days had been too long, too demanding.  From school she had gone stright to the restaurant to work a four-hour shift, than stright home to help Aunt Kolab prepare a quick supper.
17224	7	0	0	Rose is a person that tries to keep everyone happy by telling them what they want to hear, and not exactly what she feels.  She says that ''He had to go.''  She also refers to a laugh that came no where near soundind sincere.
17225	7	0	0	I think that Rose is a giving person because she says' maybe I can sew for ladies. Or could make special treats from our country and sell them.'
17226	7	2	2	Rose is considerate of other peoples feelings.'Rose didn't answer. If she told the truth, she would hurt her aunt.
17227	7	0	0	I think Anna comes off to be this really exciting girl who wants a life but she is too busy taking care of her family that she has no time to stop and think about who she really wants to be.      'From school she'd gone straight to the resturant to work four-hour shift, then straight home to help Aunt Kolab prepare a quick supper, then she would do homework.'
17228	7	0	0	Rose tries to look at the bright side by telling Anna that everything will be fine but she is actually very worried.
17229	7	0	0	In Rose's conversation with Aunt Kolab, her Aunt asks 'Do you feel so weighed down by what you're doing to help this family?' She remains quiet. I feel that this reaction sums up how she is feeling, she is stressed yet she doesn't want to hurt her family. She wants to help, because she loves her family, though she is struggling.
17230	7	0	0	Ignorant, because she didn't give up on all here work to do. She kept on goin and found a solution.
17231	7	0	0	Her life can get easier maybe it wouldnt .so it might ot might not.
17232	7	0	0	One trait that can be described is pride instead of rose swallowing her pride and telling Anna what she really felt she coverd up her felling  and told he sister something else in witch to get here sister to leave her alone or change the sbject.
17235	7	0	0	She respects what her family wants. The whole time her sister was arguing on how much she misses her dad and mom, Rose knew what was right and what she had to do.
17236	7	2	2	Rose truly puts her family first. She is taking a job that conflicts with her school work jsut to help put paul through college. Rose is only a highschool girl and she is already taking on a huge amount of resposibility for her family.
17237	7	0	0	Rose seems to go along with what other people have to say.  She doesn't seem like one to get angry with people very easily.  When Anna got disrespectful with the way she was talking to Rose, Rose never once got angry or back-talked Anna.
17238	7	0	0	The fate of rose lies in Pauls hands, her aunts trying to help her by making her feel lighter, and made her think of a topic.
17239	7	2	2	I believe that Rose is careing. In the conversation she had with her Aunt Kolab, about the dream, rose did not want to explain to her aunt the way she felt, because she felt that she would hurt her aunt by telling her the way she felt. I think that when someone puts someone elses feelings, or thoughts before their own is a careing person.
17240	7	0	0	Anna is a VERY smart girl and the reason I think that is because she was gone do a three-thousand word essay.
17241	7	0	0	Rose felt an urgent need to relate the dream, to expose it so it would loosen its grip on her.
17242	7	0	0	Rose misses her dad terribly but knows he's just doing this job in Los Angeles to help pay for her brother's education. Anna misses him too and she says she doesn't care about the money. She just wants her father back.
17243	7	0	0	Frustrated
17244	7	2	2	She feels its her responsibility to help support Paul and the family, so that later in return he can finance both Rose and Annas college educations.
17245	7	2	2	Rose is caring and wants to help people. When she is having a conversation with her aunt, she tries to avoid telling her that all the work she does for this family is really hard. She does this because she does not want to hurt her feelings.
17246	7	1	1	She is caring. She talks to her sister, lessons to her and tells her that money isn't everything.
17247	7	0	0	In the story your perspective is from Rose.  Rose, like other humans, has many traits to her personality.  One trait that you can see is giving.  An example of this is how she works to help her brother get through college.  She seems to be constantly busy, but doesn't outrightly complain about it.  This is an example of a trait I find Rose has.
17248	7	0	0	To me, Rose seems like a competitive girl. She doesn't want to loose. Meaning by that, the fact stating, she has to write a three thousand word essay. Rose says, 'Even if I win, I won't get to travel to sacremento to recieve the prize.' This means she wants to win. She won't give up on her dreams.
17249	7	0	0	I think Rose is decribed as a hard worker an is exhausted. In the passage it replies, 'The day, like most of her days, had been too long, too demanding. From school she'd gone straight to the restraunt to work a four-hour shift, then straight home to help Aunt Kolab prepare a quick supper. After that it was time to do homework.' This example supports my answer why i think Rose is decribed as a hardworker an is exhausted.
17250	7	0	0	Strong, in paragragh tweenty three she realized that her family could survive an ocean crossing.
17251	7	2	2	'Anna,'Rose said 'What's wrong? You feel okay?' from this part of the story i felt that she was caring.
17252	7	2	2	When Rose says that he has only been gone for four months and he is getting paid three times as much in Los Angeles. It shows that Rose a mature and understanding person, partly because she feels obligated to.
17253	7	0	0	From her conversation with Anna, Rose shows that she is willing to do her part to make money even though it's a burden because she knows that, in the end, it will be beneficial for her and her sister.
17254	7	0	0	She worries a lot about if she will beable to go to college or if she would be able to do anything. This is shown when Rose starts to talk about how her brother must have felt during the time he was there and that now that he is in college he might have to help pay to get his family higher in the world. Also with all the rsponsibility he had when he was there is now passed on to Rosa which is causing her to not have any time to do anything.
17255	7	2	2	One trait that Rose has in the story is that she works hard for the success of others, and does not think about the affects on her. When Rose is tired from working and helping her aunt, she must then do her homework. She does not have much time to do so, and is often too tired to even finish. This proves that she believes she can help make a difference for Paul, and that he will return the favor. Even though Rose is extremely busy helping her family put her brother through college, she surpresses her real feelings to her family because she must do her part. In the story Rose supports this claim by thinking. 'If she told the truth, she would hurt her aunt.' This is showing that she does not want to work and instead focus on school, but she knows what she must do, and is afraid of hurting her family. In the story, Rose is a hard worker, and respects other's feelings.
17256	7	0	0	One trait that Rose is dealing with is poverty. Rose feels she does not do enough to help. Rose's father moved else-where to get more money for the family. Paul is going to college trying to make it through. Poverty is sad to say is what trait Rose was stricten with.
17257	7	0	0	One trait that Rose used was when they were agrueing, she was talking about how her family is poor and they dont have much money and her sister Anna said 'You sound just like mom.' Rose is like her mom in that way.
17258	7	0	0	rose aunt and her are  family and they love each other and they are nice  but it seems anna is jleus.
17259	7	0	0	Standing up and and helping there brother paul get off to a good collage.
17260	7	0	0	they do think a like she think different but they both miss papa
17261	7	2	2	One trait that can describe Rose from her conversations with Anna and Aunt Kolab is caring. Rose is caring as shown through the part of the story where she is cautious to tell her Aunt Kolab that she feels weighed down by the support she offers the family.  Rose takes time to ponder if she should tell her Aunt Kolab because she fears she will hurt her, and her mother.  Rose does not want to hurt her family, therefore she is caring.
17262	7	2	2	Based on the conversations between Rose and Anna, Rose seems to be a person who is trying to be positive and strong for her family.  When Anna brings up their missed father, she blames him for leaving the family.  Rose tries to explain to her that he only left the family because they needed the money.
17263	7	2	2	One trait that can describe Rose is determination. One detail that supports Rose being determined is how even though she feels busy and overloaded, she is determined to still work hard at her job and school work to make things easier for her family.
17264	7	0	0	Rose tries to keep people happy. You can see this because rose does not want tell her family how she really feels.
17265	7	0	0	Rose kept nodding when she was talking with her aunt Kolad or she pretend everything was going to fine.
17266	7	0	0	Rose is a stressed out individual. She has many conflicts going on with her family along with school stressors. at one point she says that she must be insane to think she could handle all of her family issues along with her schooling.
17267	7	1	1	Anna is a very strong young woman. She may not always like that her dad has to work in another town, or that her mother is always woking late into the morning, but she does it because she truly cares about her family.
17268	7	0	0	Rose is a Cambodian girl and it tells you this in the story when it says Cambodia was here first country.
17269	7	1	1	One trait Rose has show is her responsibility toward the family. She have been trying to work four hours after school everday to try to bring home some money to help support the family.
17270	7	0	0	Rose doesn't depend on herself. She always looks down on the situation.
17271	7	0	0	ROSE FELT AN URGENT NEED TO RELATE THE DREAM, TO EXPOSE IT SO IT WOULD LOOSEN IT'S GRIP ON HER. sHE HAS A TRAIT THAT SHE HAS TO GET ALL OF HER EMOTIONS OUT TO MAKE HER FEEL AT EASE.
17272	7	1	1	Rose feels like she's responsible for helping take care of her family and dosen't have time to do anything due to the weight shes carrys for her family by helping out.
17273	7	0	0	Rose dreamed that she swam through clear, green-tinted water, enjoying the pure simplicity of a fish's life: which means she loves doing cirtin things and other things not so much.Rose felt like she was too young for so much responceability.
17274	7	2	2	Roes is caring. She worries about her whole family and wants to help make life better for them. during her talk with Anna Roes says 'we have to do our part to help Paul finish college.' showing that she wants what is best for her brother.
17275	7	0	0	Based on her conversations with Anna, one trait that describes Rose would be that she knows that they've got to do what they've got to do to get by. For example, how Anna said she misses her father and that it seems like he's been gone for years but Rose said, 'He had to go. The job in Los Angeles paid three times what he was making here.'
17276	7	0	0	One trait that describes Rose based on her conversations would be Stubborn, I think that Rose is very stubborn and somewhat ungrateful. she is stubborn because she complains about everything, she doesnt take anything for granted and never wants to give up on what she wants. In a way its a good thing that Rose is stubborn because people cant take advantage of her and she wont stop trying something until she wins. But on the other hand she can hurt people and can be annoying. this is the trait I chose that best fits Rose.
17277	7	0	0	Rose is very weighed down by all of the stresses in her life. Her Aunt Kolab infers her struggling and offers to help Rose in their conversation at the end of the story.
17278	7	0	0	Rose didn't answer. If she told the truth, she would hurt her aunt. And probably her aunt would tell her mother.
17279	7	0	0	In the story rose felt lonely she said. maybe if her dad came home for a weekend or her mom took a day off to be with the girls and help them out with school work maybe she wouldnt feel that way.
17280	7	1	1	Rose has many traits. T he one that stuck out to me the most is how hard wroking she is.
17281	7	0	0	Anna dont really tell how she realy feels. In her conversation with Aunt Kalob she dont tell her how she really feels about helping the family.
17282	7	2	2	'Anna,' Rose said. 'What's wrong? You feel okay?' One trait of Rose is that she is caring.
17284	7	0	0	She gets worked up easy. She thinks about the essay that she has to wright and that even if she wins she cant go get her prize. Then she thinks about her brother and everything that her parents did for him and about money and why her dad moved so far away.
17285	7	0	0	One trait is exhausted, she feels this way because she feels it is all up to her.  Her conversation with Aunt Rose verifies this.
17286	7	0	0	One trait that can describe Rose based on her conversation with Anna is that she is lonely.  In the passage, she talks about how she misses her father and wishes that her mother was around more.  She shows that she really wants them in her life and is heartbroken that they are not.
17287	7	0	0	rose dreamed that she swam
17288	7	0	0	Anna is a helper. She helps a lot around the house even though she does not like to do it.
17289	7	0	0	Rose is a very busy girl, often tied down with taking care of her sister Anna, and wanting her mother home. But she finds herself in a self centered position and would complain about how terrible her life is. At the end of this story, She realized that she can survive this family splitting all by herself when she said, 'Suddenly it occurred to her: here was the topic for her essay, although it was still vague. Cambodian tradition and sense of family, she realized, could survive an ocean crossing.'
17290	7	0	0	Rose seems very overwhelmed. In paragraph thirteen, Rose is even troubled in her sleep about her overwhelming problems during the day. This suggest that her life has become busy to the point of an overwhelming capacity.
17291	7	0	0	In this story, Rose bears a lot of responsibility. Everyone in the family must work in order to pay for Paul's education which will help the family as a whole. Rose feels too much pressure and she tries unsuccessfully to convince herself that she is alright with everything. She is conflicted to say the least.
17292	7	1	1	Rose is a very caring person. She gave up basically her whole life just to take care of her family. One example of caring for her family that she portrays in the story is when she is writting her essay for the state competition and she gives it up because she knows that if she wins she wouldnt be able to go to Sacramento anyways. She would have to stay home and take care of her family.
17293	7	0	0	She is stuburn and wants things her way because she just rolled her eyes and stormed out of the room.
17294	7	0	0	In conversing with her sister, Rose continually reassures her of the brightness of the future, attempting to laugh and sound optimistic. She herself takes on the task of writing the essay, an unnecessary burden on top of her numerous tasks, suggesting that she is trying to repress a feeling of doubt that she shares with her sister. Thus a prominent characteristic of Rose is her unwillingness to accept the desparation of her family's condition, taking burdens upon her to help convince herself that things are going normally.
17295	7	2	2	One trait that descibes Rose based on the conversation between her and Anna is that she is helpful in many ways. To me it seems that Rose is more of the mother figure in Anna's life and is there for her when she needs something. She helps tries to help out with the money situation by working. An example of the book of how Rose shows this trait is when Anna woke up and came into where Rose was, Rose asked if she was alright and if she felt okay.
17296	7	0	0	In the story Rose is hesatent to tell her feelings because she doesnt want to hurt anyone. She says'if she told the truth, she would hurt her aunt'. I think that Rose is shy and that she wants to make things work for her family but she doesnt want to have to hurt anyone in trying to do so.
17297	7	2	2	Rose is a hard worker and worries a lot. Rose is very persistent. One example is in paragraph two. Im paragraph it talks about how much homework she has to do. Then how she has to work to help support her entire family.
17298	7	1	1	Rose is helpful.  She works to help support Paul and the rest of her family.  Anna and Aunt Kolab both talk about the problems that are occuring because of all the things that they have to do to support the family.
17299	7	0	0	Rose seems a bit overloaded according to her conversation with Aunt Kolab
17301	7	1	1	Rose is a hardworker. In the beginning of the story, she explains going to school, heading straight to work for a four-hour shift, and then straight home to help make dinner. After all of that, she still has to do homework.
17302	7	2	2	She cares for her family. When she talks to Anna she said 'We have our part to do to help Paul finish college. then he'll get a good job, Anna, and he'll pay for you and me to go to college.'
17303	7	0	0	Rose can be decribed as patient during her conversation with Anna.  When she tries to to explain to Anna why everyone is trying to work so hard to help Paul finish college, she calmly speaks to Anna, even though she knows Anna may not fully understand.  Even though Anna clearly did not understand what Rose was saying, she does not lose her temper or show any negative reaction towards Anna's retort at the end of the conversation.  Instead, she remains tolerant, which takes a great deal of patience on her part.
17304	7	2	2	Rose is a person who puts others before herself and wants to be helpful. 'Rose didn't answer. If she to;d the truth she would hurt her aunt. And probably her aunt would tell her mom' this describes her puting her familly before herself.
17306	7	1	1	I think a trait that Rose has is caring. Rose is caring because she cares about her family and understands what things are going on and tries to help her sister understand. She also is like a leader to her sister.
17307	7	0	0	She seems somewhat self centered for example when her sister walks in the room she asks, 'whats wrong? You feel okay?', and when the sister replies that she had a bad dream she doesnt ask why or what happend.
17308	7	1	1	She understands the importance of finacial need. When she stated that her dad moved away to another job that paid three times what he was making before, reveals that she has some intelligance in money.
17309	7	0	0	Rose's conversation with Aunt Kolab suggests that Rose is very mature and responsible for her age. Rose's aunt can see how much stress she is under. Rose doesn't say anything though, knowing the family needs money to survive. When Aunt Kolab says something to Rose about being 'weighed down by helping the family,' Rose admits she's under much stress.
17310	7	0	0	There mad that their mom has to work so late.''Mamas not home yet is he', 'I hate how late she has to work'
17311	7	1	1	One trait that describes Rose would have to be that she hard working. She works for what her family needs so that there lives can become better.
17312	7	2	2	She cares about her sister Anna. This is supported by Rose asking Anna 'whats wrong'? and 'are you feeling ok'?
17313	7	0	0	When Rose's sister walked and asked what's worng? Rose tried to tell than she was fine that just she had another bad dream. Rose's sister said the money isn't everything, then Rose tell to her sister than they have to help Paul, so Anna dislike for that. 'You sond just like Mama'. Anna wants to mean that Rose start to think and talk like her mother.
17314	7	0	0	One trait that can descibe Rose is exhausted.she is exhausted because of everything that she must do for herself and the family. She must work at a restaurant after school and then go strait home to make supper and she still has homework to do. Rosa is a very buisy person and does not have enough time for herself or her homework.
17315	7	2	2	One trait that can describe Rose based on her converstation with Aunt Kolab is that she is caring. That she cares what other people feel and how what she says may hurt the other person. The statement that supports my answer would be 'Rose didn't answer. If she told the truth, she would hurt her aunt. And probably her aunt would tell her mom.' That indicated that she cared what she could have said would hurt her aunt and that her aunt could very well tell her mom. She was probably scared it would hurt her mother too.
17316	7	0	0	Rosa feels that she weiged down by her family, and theres is not much she can do about it.  The floashback that involved her brother  standing on top of her in the water, sybolizes herfeeling weiged down and no able to get much help.
17317	7	0	0	The conversations with Anna or Aunt Kolab was a good sisters relationship.
17318	7	0	0	One trait that describes Rose based on her conversations with Anna is pessimistic. She doesn't believe that their life will get better as fast as Anna would like it to. You can see that by Anna saying that money isn't everything and her enthusiasm as she talks about how Paul will graduate college and help pay for their college fees. Rose acts accordingly and compares Anna to her mother, which shows that Anna and her mother are the optimistic characters of the story.
17319	7	0	0	1. she doesn't like to see people disappointed or u- happy. for example 'if she told the truth, she would hurt her aunt.'
17320	7	0	0	Rose is a self-absorbed American teenager.  She feels sorry for herself and believes she has a great burdon on her shoulders.  She does not realize that all of her family has had to work hard.  Her Aunt realize that she is like this because of where she was raised.  Since Rose feels she has to much burden, Aunt Kolab says, 'In Cambodia, our first country, what we're all doing would be quite normal'.
17321	7	0	0	I think that Rose seems lonely and that is why she has so much in her life. She works to help out the family but at the same time when she is home she does school work and helps out with supper. I think that she feels the same way Anna does but doesnt want to admit it. With her doing all of these things she has no time to miss her mom, dad, or even Paul.
17322	7	1	1	She works hard for her family. She went to school, worked for four hours after, then had to help her aunt with dinner, after she had homework that must be completed. She had no time to finish the essay.
17323	7	1	1	She is wanting to make everything good for her and her family because her dad is gone, so she is working very hard to keep up. But it is alot of work and she is having trouble getting everything done in time. Like she came from school and went straight to the resturant to work for four hours, then straight home to help her aunt make supper, and then had to try to get a essay done and she didn't have a topic yet.
17324	7	2	2	Rose seems to be a very kind and caring person and wants to help other people. ''Anna,' Rose said.'what's wrong? You feel okay?''
17325	7	1	1	She is a very hard worker. She works four hours at her job then comes home to help make supper and then writes her essay.
17326	7	0	0	Rose seems like a truthfull person because she tells Anna about their dad being gone for only four months and that he is making better money.
17327	7	1	1	Rose did not want to hurt her Aunt. She doesn't like hurting people. So she wasn't going to tell her Aunt that she felt so weighed down by what she was doing for her family.
