student	Q#	answer	G1	G2	G3
7f409903-3816-4890-beb6-37a7fa1b51a5	4	capitalism	1	1	1
7f409903-3816-4890-beb6-37a7fa1b51a5	5	judicial	1	1	1
7f409903-3816-4890-beb6-37a7fa1b51a5	6	legislative	1	1	1
7f409903-3816-4890-beb6-37a7fa1b51a5	7	they have a larger population	1	1	1
7f409903-3816-4890-beb6-37a7fa1b51a5	8	speaker	0	0	0
7f409903-3816-4890-beb6-37a7fa1b51a5	9	taxation	-1	-1	-1
7f409903-3816-4890-beb6-37a7fa1b51a5	10	form militias	-1	-1	-1
7f409903-3816-4890-beb6-37a7fa1b51a5	11	voting, petition,	-1	-1	-1
7f409903-3816-4890-beb6-37a7fa1b51a5	12	18	-1	-1	-1
7f409903-3816-4890-beb6-37a7fa1b51a5	13	they were gambling on getting rich	1	1	0
7f409903-3816-4890-beb6-37a7fa1b51a5	14	the british were passing laws that affected the colonists and the colonists had no part in the process of creating these laws	-1	-1	-1
7f409903-3816-4890-beb6-37a7fa1b51a5	15	1789	-1	-1	-1
7f409903-3816-4890-beb6-37a7fa1b51a5	16	spanish-american war	-1	-1	-1
7f409903-3816-4890-beb6-37a7fa1b51a5	17	fdr	-1	-1	-1
7f409903-3816-4890-beb6-37a7fa1b51a5	18	mississippi	-1	-1	-1
7f409903-3816-4890-beb6-37a7fa1b51a5	19	arizona	-1	-1	-1
7f409903-3816-4890-beb6-37a7fa1b51a5	20	symbolize the original colonies	1	1	1
304eca64-1974-4875-a0b7-248698da495a	1	bill of rights	1	1	1
304eca64-1974-4875-a0b7-248698da495a	2	freedom from religion	0	1	1
304eca64-1974-4875-a0b7-248698da495a	3	tell england that we did not want to be a part of their country	0	0	0
304eca64-1974-4875-a0b7-248698da495a	4	capitalism	1	1	1
304eca64-1974-4875-a0b7-248698da495a	5	exxecutive	1	1	1
304eca64-1974-4875-a0b7-248698da495a	6	congress	1	1	1
304eca64-1974-4875-a0b7-248698da495a	7	population size	1	1	1
304eca64-1974-4875-a0b7-248698da495a	8	don't know	0	0	0
304eca64-1974-4875-a0b7-248698da495a	9	federal income tax	-1	-1	-1
304eca64-1974-4875-a0b7-248698da495a	10	dont know.	-1	-1	-1
304eca64-1974-4875-a0b7-248698da495a	11	vote and tell their congress and representatives how they feel	-1	-1	-1
304eca64-1974-4875-a0b7-248698da495a	12	18	-1	-1	-1
304eca64-1974-4875-a0b7-248698da495a	13	to colonize new land	0	0	0
304eca64-1974-4875-a0b7-248698da495a	14	taxes	-1	-1	-1
304eca64-1974-4875-a0b7-248698da495a	15	1776	-1	-1	-1
304eca64-1974-4875-a0b7-248698da495a	16	war of 1812	-1	-1	-1
304eca64-1974-4875-a0b7-248698da495a	17	fdr	-1	-1	-1
304eca64-1974-4875-a0b7-248698da495a	18	mississippi	-1	-1	-1
304eca64-1974-4875-a0b7-248698da495a	19	texas	-1	-1	-1
304eca64-1974-4875-a0b7-248698da495a	20	13 original states	0	1	1
ae6d9999-26e7-4d68-a6cc-e31c4cfd7103	1	bill of rights	1	1	1
ae6d9999-26e7-4d68-a6cc-e31c4cfd7103	2	freedom of speech	1	1	1
ae6d9999-26e7-4d68-a6cc-e31c4cfd7103	3	declared independence from great britain	1	1	1
ae6d9999-26e7-4d68-a6cc-e31c4cfd7103	4	free enterprise	1	1	0
ae6d9999-26e7-4d68-a6cc-e31c4cfd7103	5	executive	1	1	1
ae6d9999-26e7-4d68-a6cc-e31c4cfd7103	6	the government	0	0	0
ae6d9999-26e7-4d68-a6cc-e31c4cfd7103	7	population	1	1	1
ae6d9999-26e7-4d68-a6cc-e31c4cfd7103	8	speaker of the house	1	1	1
ae6d9999-26e7-4d68-a6cc-e31c4cfd7103	9	taxation	-1	-1	-1
ae6d9999-26e7-4d68-a6cc-e31c4cfd7103	10	education	-1	-1	-1
ae6d9999-26e7-4d68-a6cc-e31c4cfd7103	11	vote and petition the government	-1	-1	-1
ae6d9999-26e7-4d68-a6cc-e31c4cfd7103	12	18	-1	-1	-1
ae6d9999-26e7-4d68-a6cc-e31c4cfd7103	13	freedom	1	1	1
ae6d9999-26e7-4d68-a6cc-e31c4cfd7103	14	freedom	-1	-1	-1
ae6d9999-26e7-4d68-a6cc-e31c4cfd7103	15	1787	-1	-1	-1
ae6d9999-26e7-4d68-a6cc-e31c4cfd7103	16	civil war	-1	-1	-1
ae6d9999-26e7-4d68-a6cc-e31c4cfd7103	17	fdr	-1	-1	-1
ae6d9999-26e7-4d68-a6cc-e31c4cfd7103	18	mississippi	-1	-1	-1
ae6d9999-26e7-4d68-a6cc-e31c4cfd7103	19	texas	-1	-1	-1
ae6d9999-26e7-4d68-a6cc-e31c4cfd7103	20	13 colonies	1	1	1
18133936-007a-4caa-897d-06b42cf84d85	1	the bill of rights.	1	1	1
18133936-007a-4caa-897d-06b42cf84d85	2	freedom of speech.	1	1	1
18133936-007a-4caa-897d-06b42cf84d85	3	declare to england that the colonies would be a separate country, without their rule.	1	1	1
18133936-007a-4caa-897d-06b42cf84d85	4	supposed to be: capitalist. actually: corporate-controled fascism.	1	1	0
18133936-007a-4caa-897d-06b42cf84d85	5	judicial	1	1	1
18133936-007a-4caa-897d-06b42cf84d85	6	the us congress	1	1	1
18133936-007a-4caa-897d-06b42cf84d85	7	it's based on population.	1	1	1
18133936-007a-4caa-897d-06b42cf84d85	8	the speaker of the house.	1	1	1
18133936-007a-4caa-897d-06b42cf84d85	9	to manage the armed forces.	-1	-1	-1
18133936-007a-4caa-897d-06b42cf84d85	10	to settle disputes between cities in the state.	-1	-1	-1
18133936-007a-4caa-897d-06b42cf84d85	11	by running for office and voting for elected officials.	-1	-1	-1
18133936-007a-4caa-897d-06b42cf84d85	12	18	-1	-1	-1
18133936-007a-4caa-897d-06b42cf84d85	13	land they could actually own and farm on.	1	0	0
18133936-007a-4caa-897d-06b42cf84d85	14	"to have the freedom of their own government; to have liberty."	-1	-1	-1
18133936-007a-4caa-897d-06b42cf84d85	15	1786	-1	-1	-1
18133936-007a-4caa-897d-06b42cf84d85	16	the war of 1812.	-1	-1	-1
18133936-007a-4caa-897d-06b42cf84d85	17	d. eisenhower	-1	-1	-1
18133936-007a-4caa-897d-06b42cf84d85	18	the mississippi	-1	-1	-1
18133936-007a-4caa-897d-06b42cf84d85	19	texas	-1	-1	-1
18133936-007a-4caa-897d-06b42cf84d85	20	for the 13 original colonies.	1	1	1
36688423-8d91-4773-8338-5662da97d8ee	1	bill of rights	1	1	1
36688423-8d91-4773-8338-5662da97d8ee	2	freedom of the press	1	1	1
36688423-8d91-4773-8338-5662da97d8ee	3	declared the us's independence from britain	1	1	1
36688423-8d91-4773-8338-5662da97d8ee	4	mixed, but predominately free market	1	1	1
36688423-8d91-4773-8338-5662da97d8ee	5	executive	1	1	1
36688423-8d91-4773-8338-5662da97d8ee	6	congress writes and votes on laws, the president signs to them to make them go into effect	1	1	1
36688423-8d91-4773-8338-5662da97d8ee	7	population	1	1	1
36688423-8d91-4773-8338-5662da97d8ee	8	speaker of the house	1	1	1
36688423-8d91-4773-8338-5662da97d8ee	9	to declare war	-1	-1	-1
36688423-8d91-4773-8338-5662da97d8ee	10	all powers not explicitly allowed to the federal government	-1	-1	-1
36688423-8d91-4773-8338-5662da97d8ee	11	voting and running for office	-1	-1	-1
36688423-8d91-4773-8338-5662da97d8ee	12	18	-1	-1	-1
36688423-8d91-4773-8338-5662da97d8ee	13	freedom of religion	1	1	1
36688423-8d91-4773-8338-5662da97d8ee	14	taxes imposed to pay for the 7 years war with no way for the colonists to oppose them in parliament	-1	-1	-1
36688423-8d91-4773-8338-5662da97d8ee	15	1789	-1	-1	-1
36688423-8d91-4773-8338-5662da97d8ee	16	war of 1812	-1	-1	-1
36688423-8d91-4773-8338-5662da97d8ee	17	franklin delano roosevelt	-1	-1	-1
36688423-8d91-4773-8338-5662da97d8ee	18	mississippi, ohio	-1	-1	-1
36688423-8d91-4773-8338-5662da97d8ee	19	texas	-1	-1	-1
36688423-8d91-4773-8338-5662da97d8ee	20	the original 13 colonies	1	1	1
1e5a46cd-c089-4bcb-81df-1025eb039b80	1	bill of rights	1	1	1
1e5a46cd-c089-4bcb-81df-1025eb039b80	2	freedom of speech	1	1	1
1e5a46cd-c089-4bcb-81df-1025eb039b80	3	declared that the colonies were their own country, separate from england	1	1	1
1e5a46cd-c089-4bcb-81df-1025eb039b80	4	capitalism	1	1	1
1e5a46cd-c089-4bcb-81df-1025eb039b80	5	judicial	1	1	1
1e5a46cd-c089-4bcb-81df-1025eb039b80	6	congress	1	1	1
1e5a46cd-c089-4bcb-81df-1025eb039b80	7	they have a larger population	1	1	1
1e5a46cd-c089-4bcb-81df-1025eb039b80	8	speaker of the house	1	1	1
1e5a46cd-c089-4bcb-81df-1025eb039b80	9	taxation	-1	-1	-1
1e5a46cd-c089-4bcb-81df-1025eb039b80	10	all of the powers not granted to the federal government	-1	-1	-1
1e5a46cd-c089-4bcb-81df-1025eb039b80	11	voting and donating money	-1	-1	-1
1e5a46cd-c089-4bcb-81df-1025eb039b80	12	18	-1	-1	-1
1e5a46cd-c089-4bcb-81df-1025eb039b80	13	to escape religious persecution	1	1	1
1e5a46cd-c089-4bcb-81df-1025eb039b80	14	no taxation without representation	-1	-1	-1
1e5a46cd-c089-4bcb-81df-1025eb039b80	15	1779	-1	-1	-1
1e5a46cd-c089-4bcb-81df-1025eb039b80	16	the war of 1812	-1	-1	-1
1e5a46cd-c089-4bcb-81df-1025eb039b80	17	fdr	-1	-1	-1
1e5a46cd-c089-4bcb-81df-1025eb039b80	18	mississippi	-1	-1	-1
1e5a46cd-c089-4bcb-81df-1025eb039b80	19	texas	-1	-1	-1
1e5a46cd-c089-4bcb-81df-1025eb039b80	20	representing the original 13 colonies	1	1	1
6695dd2d-6be1-49f3-a0b5-7bcc45b69ec0	1	bill of rights	1	1	1
6695dd2d-6be1-49f3-a0b5-7bcc45b69ec0	2	freedom of speech	1	1	1
6695dd2d-6be1-49f3-a0b5-7bcc45b69ec0	3	declared our freedom from england in 1776	1	1	1
6695dd2d-6be1-49f3-a0b5-7bcc45b69ec0	4	a free market system	1	1	1
6695dd2d-6be1-49f3-a0b5-7bcc45b69ec0	5	house of representatives	0	0	0
6695dd2d-6be1-49f3-a0b5-7bcc45b69ec0	6	the supreme court	0	0	0
6695dd2d-6be1-49f3-a0b5-7bcc45b69ec0	7	they have larger populations	1	1	1
6695dd2d-6be1-49f3-a0b5-7bcc45b69ec0	8	the senate majority leader	0	0	0
6695dd2d-6be1-49f3-a0b5-7bcc45b69ec0	9	controlling the minting process	-1	-1	-1
6695dd2d-6be1-49f3-a0b5-7bcc45b69ec0	10	determining state taxes	-1	-1	-1
6695dd2d-6be1-49f3-a0b5-7bcc45b69ec0	11	voting and attending court	-1	-1	-1
6695dd2d-6be1-49f3-a0b5-7bcc45b69ec0	12	men do not need to register for that anymore	-1	-1	-1
6695dd2d-6be1-49f3-a0b5-7bcc45b69ec0	13	for an opportunity to freely express religion	1	1	1
6695dd2d-6be1-49f3-a0b5-7bcc45b69ec0	14	to claim freedom from taxation without representation	-1	-1	-1
6695dd2d-6be1-49f3-a0b5-7bcc45b69ec0	15	1776	-1	-1	-1
6695dd2d-6be1-49f3-a0b5-7bcc45b69ec0	16	the war of 1812	-1	-1	-1
6695dd2d-6be1-49f3-a0b5-7bcc45b69ec0	17	great depression - woodrow wilson. world war ii - franklin d. roosevelt	-1	-1	-1
6695dd2d-6be1-49f3-a0b5-7bcc45b69ec0	18	mississippi and ohio	-1	-1	-1
6695dd2d-6be1-49f3-a0b5-7bcc45b69ec0	19	arizona	-1	-1	-1
6695dd2d-6be1-49f3-a0b5-7bcc45b69ec0	20	it represents the 13 original colonies that rebelled against england	1	1	1
eacbeb7c-80a0-4ca5-ae6c-77e5cde358d6	1	bill of rights	1	1	1
eacbeb7c-80a0-4ca5-ae6c-77e5cde358d6	2	freedom of speech/right to assemble	1	1	1
eacbeb7c-80a0-4ca5-ae6c-77e5cde358d6	3	declare the us as independent from british rule	1	1	1
eacbeb7c-80a0-4ca5-ae6c-77e5cde358d6	4	capitalism	1	1	1
eacbeb7c-80a0-4ca5-ae6c-77e5cde358d6	5	executive, judicial, legislative	1	1	1
eacbeb7c-80a0-4ca5-ae6c-77e5cde358d6	6	congress	1	1	1
eacbeb7c-80a0-4ca5-ae6c-77e5cde358d6	7	because these are based off of the population of the state	1	1	1
eacbeb7c-80a0-4ca5-ae6c-77e5cde358d6	8	secretary of state	0	0	0
eacbeb7c-80a0-4ca5-ae6c-77e5cde358d6	9	to declare when the country goes to war	-1	-1	-1
eacbeb7c-80a0-4ca5-ae6c-77e5cde358d6	10	to collect state level taxes	-1	-1	-1
eacbeb7c-80a0-4ca5-ae6c-77e5cde358d6	11	vote and run for office	-1	-1	-1
eacbeb7c-80a0-4ca5-ae6c-77e5cde358d6	12	18	-1	-1	-1
eacbeb7c-80a0-4ca5-ae6c-77e5cde358d6	13	to flee religious persecution	1	1	1
eacbeb7c-80a0-4ca5-ae6c-77e5cde358d6	14	because they were upset about paying british taxes	-1	-1	-1
eacbeb7c-80a0-4ca5-ae6c-77e5cde358d6	15	1792	-1	-1	-1
eacbeb7c-80a0-4ca5-ae6c-77e5cde358d6	16	spanish-american war	-1	-1	-1
eacbeb7c-80a0-4ca5-ae6c-77e5cde358d6	17	franklin roosevelt	-1	-1	-1
eacbeb7c-80a0-4ca5-ae6c-77e5cde358d6	18	mississippi	-1	-1	-1
eacbeb7c-80a0-4ca5-ae6c-77e5cde358d6	19	arizona	-1	-1	-1
eacbeb7c-80a0-4ca5-ae6c-77e5cde358d6	20	to represent the 13 original colonies	1	1	1
4edb7e05-f66f-4bdb-ab1a-81b1aa24d147	1	bill of rights	1	1	1
4edb7e05-f66f-4bdb-ab1a-81b1aa24d147	2	right to own arms	0	0	0
4edb7e05-f66f-4bdb-ab1a-81b1aa24d147	3	it declared independence from the british	1	1	1
4edb7e05-f66f-4bdb-ab1a-81b1aa24d147	4	unsure	0	0	0
4edb7e05-f66f-4bdb-ab1a-81b1aa24d147	5	judicial, legislative, executive	1	1	1
4edb7e05-f66f-4bdb-ab1a-81b1aa24d147	6	congress	1	1	1
4edb7e05-f66f-4bdb-ab1a-81b1aa24d147	7	it is based on population of the state	1	1	1
4edb7e05-f66f-4bdb-ab1a-81b1aa24d147	8	speaker of the house	1	1	1
4edb7e05-f66f-4bdb-ab1a-81b1aa24d147	9	right to enforce laws	-1	-1	-1
4edb7e05-f66f-4bdb-ab1a-81b1aa24d147	10	create state taxes	-1	-1	-1
4edb7e05-f66f-4bdb-ab1a-81b1aa24d147	11	vote, unsure	-1	-1	-1
4edb7e05-f66f-4bdb-ab1a-81b1aa24d147	12	18	-1	-1	-1
4edb7e05-f66f-4bdb-ab1a-81b1aa24d147	13	it gave opportunity to start over	0	0	1
4edb7e05-f66f-4bdb-ab1a-81b1aa24d147	14	yes	-1	-1	-1
4edb7e05-f66f-4bdb-ab1a-81b1aa24d147	15	1787	-1	-1	-1
4edb7e05-f66f-4bdb-ab1a-81b1aa24d147	16	civil war	-1	-1	-1
4edb7e05-f66f-4bdb-ab1a-81b1aa24d147	17	franklin roosevelt	-1	-1	-1
4edb7e05-f66f-4bdb-ab1a-81b1aa24d147	18	mississippi	-1	-1	-1
4edb7e05-f66f-4bdb-ab1a-81b1aa24d147	19	texas	-1	-1	-1
4edb7e05-f66f-4bdb-ab1a-81b1aa24d147	20	13 original states	0	1	1
a699514e-aa99-4e51-a519-03a8516229ac	1	the bill of rights	1	1	1
a699514e-aa99-4e51-a519-03a8516229ac	2	freedom of speech	1	1	1
a699514e-aa99-4e51-a519-03a8516229ac	3	declared our independence from britain	1	1	1
a699514e-aa99-4e51-a519-03a8516229ac	4	capitalism	1	1	1
a699514e-aa99-4e51-a519-03a8516229ac	5	executive, judicial, legislative	1	1	1
a699514e-aa99-4e51-a519-03a8516229ac	6	congress and house of representatives	1	1	0
a699514e-aa99-4e51-a519-03a8516229ac	7	it is based on the population of the state	1	1	1
a699514e-aa99-4e51-a519-03a8516229ac	8	the speaker of the house	1	1	1
a699514e-aa99-4e51-a519-03a8516229ac	9	declare war	-1	-1	-1
a699514e-aa99-4e51-a519-03a8516229ac	10	marraige law	-1	-1	-1
a699514e-aa99-4e51-a519-03a8516229ac	11	voting and running for office	-1	-1	-1
a699514e-aa99-4e51-a519-03a8516229ac	12	18	-1	-1	-1
a699514e-aa99-4e51-a519-03a8516229ac	13	freedom from religious persecution	1	1	1
a699514e-aa99-4e51-a519-03a8516229ac	14	they were being taxed without having a say in government	-1	-1	-1
a699514e-aa99-4e51-a519-03a8516229ac	15	1786	-1	-1	-1
a699514e-aa99-4e51-a519-03a8516229ac	16	the war of 1812	-1	-1	-1
a699514e-aa99-4e51-a519-03a8516229ac	17	franklin roosevelt	-1	-1	-1
a699514e-aa99-4e51-a519-03a8516229ac	18	mississippi and missouri	-1	-1	-1
a699514e-aa99-4e51-a519-03a8516229ac	19	texas	-1	-1	-1
a699514e-aa99-4e51-a519-03a8516229ac	20	represents the 13 original colonies	1	1	1
42353470-90b8-4aed-aba9-f16c22e1f661	1	bill of rights	1	1	1
42353470-90b8-4aed-aba9-f16c22e1f661	2	free speech	1	1	1
42353470-90b8-4aed-aba9-f16c22e1f661	3	conveyed to the english crown that the american colonies had decided to govern themselves.	0	1	1
42353470-90b8-4aed-aba9-f16c22e1f661	4	capitalism	1	1	1
42353470-90b8-4aed-aba9-f16c22e1f661	5	executive	1	1	1
42353470-90b8-4aed-aba9-f16c22e1f661	6	federal legislature (congress/senate)	1	1	1
42353470-90b8-4aed-aba9-f16c22e1f661	7	number of representatives are determined by total state population	1	1	1
42353470-90b8-4aed-aba9-f16c22e1f661	8	speaker of the house	1	1	1
42353470-90b8-4aed-aba9-f16c22e1f661	9	levy taxes	-1	-1	-1
42353470-90b8-4aed-aba9-f16c22e1f661	10	call a constitutional convention	-1	-1	-1
42353470-90b8-4aed-aba9-f16c22e1f661	11	voting, running for office	-1	-1	-1
42353470-90b8-4aed-aba9-f16c22e1f661	12	18	-1	-1	-1
42353470-90b8-4aed-aba9-f16c22e1f661	13	religious persecution	1	1	1
42353470-90b8-4aed-aba9-f16c22e1f661	14	taxation without representation	-1	-1	-1
42353470-90b8-4aed-aba9-f16c22e1f661	15	1787	-1	-1	-1
42353470-90b8-4aed-aba9-f16c22e1f661	16	war of 1812	-1	-1	-1
42353470-90b8-4aed-aba9-f16c22e1f661	17	franklin d roosevelt	-1	-1	-1
42353470-90b8-4aed-aba9-f16c22e1f661	18	mississippi river	-1	-1	-1
42353470-90b8-4aed-aba9-f16c22e1f661	19	texas	-1	-1	-1
42353470-90b8-4aed-aba9-f16c22e1f661	20	to represent the 13 original colonies	1	1	1
2d2541c6-117d-4723-803d-b49e64675348	1	bill of rights	1	1	1
2d2541c6-117d-4723-803d-b49e64675348	2	speech	1	1	1
2d2541c6-117d-4723-803d-b49e64675348	3	declared independence from great britain	1	1	1
2d2541c6-117d-4723-803d-b49e64675348	4	caitalism	1	1	1
2d2541c6-117d-4723-803d-b49e64675348	5	legislative	1	1	1
2d2541c6-117d-4723-803d-b49e64675348	6	congress	1	1	1
2d2541c6-117d-4723-803d-b49e64675348	7	based on population	1	1	1
2d2541c6-117d-4723-803d-b49e64675348	8	speaker of the house	1	1	1
2d2541c6-117d-4723-803d-b49e64675348	9	coin money	-1	-1	-1
2d2541c6-117d-4723-803d-b49e64675348	10	right to maintain its own defense force	-1	-1	-1
2d2541c6-117d-4723-803d-b49e64675348	11	voting and public service	-1	-1	-1
2d2541c6-117d-4723-803d-b49e64675348	12	18	-1	-1	-1
2d2541c6-117d-4723-803d-b49e64675348	13	escape religious persecution	1	1	1
2d2541c6-117d-4723-803d-b49e64675348	14	upset over taxes	-1	-1	-1
2d2541c6-117d-4723-803d-b49e64675348	15	1782	-1	-1	-1
2d2541c6-117d-4723-803d-b49e64675348	16	civil war	-1	-1	-1
2d2541c6-117d-4723-803d-b49e64675348	17	franklin d roosevelt	-1	-1	-1
2d2541c6-117d-4723-803d-b49e64675348	18	mississippi	-1	-1	-1
2d2541c6-117d-4723-803d-b49e64675348	19	texas	-1	-1	-1
2d2541c6-117d-4723-803d-b49e64675348	20	represents the original 13 states	0	1	1
7cf26c60-d63c-4e55-83b0-b0cc9ba7e194	1	the right to bear arms, freedom of speech, trial by jury, i don't remember the rest	0	0	0
7cf26c60-d63c-4e55-83b0-b0cc9ba7e194	2	freedom of speech	1	1	1
7cf26c60-d63c-4e55-83b0-b0cc9ba7e194	3	declare the u.s. independent from great britain	1	1	1
7cf26c60-d63c-4e55-83b0-b0cc9ba7e194	4	free enterprise?	1	1	0
7cf26c60-d63c-4e55-83b0-b0cc9ba7e194	5	legislative	1	1	1
7cf26c60-d63c-4e55-83b0-b0cc9ba7e194	6	congress	1	1	1
7cf26c60-d63c-4e55-83b0-b0cc9ba7e194	7	depending on their population	1	1	1
7cf26c60-d63c-4e55-83b0-b0cc9ba7e194	8	speaker of the house	1	1	1
7cf26c60-d63c-4e55-83b0-b0cc9ba7e194	9	state seizure	-1	-1	-1
7cf26c60-d63c-4e55-83b0-b0cc9ba7e194	10	county and city laws	-1	-1	-1
7cf26c60-d63c-4e55-83b0-b0cc9ba7e194	11	voting and run for office	-1	-1	-1
7cf26c60-d63c-4e55-83b0-b0cc9ba7e194	12	18	-1	-1	-1
7cf26c60-d63c-4e55-83b0-b0cc9ba7e194	13	for freedom	1	1	1
7cf26c60-d63c-4e55-83b0-b0cc9ba7e194	14	for freedom	-1	-1	-1
7cf26c60-d63c-4e55-83b0-b0cc9ba7e194	15	1886	-1	-1	-1
7cf26c60-d63c-4e55-83b0-b0cc9ba7e194	16	the civil war	-1	-1	-1
7cf26c60-d63c-4e55-83b0-b0cc9ba7e194	17	fdr	-1	-1	-1
7cf26c60-d63c-4e55-83b0-b0cc9ba7e194	18	mississippi	-1	-1	-1
7cf26c60-d63c-4e55-83b0-b0cc9ba7e194	19	new mexico	-1	-1	-1
7cf26c60-d63c-4e55-83b0-b0cc9ba7e194	20	for the original 13 colonies	1	1	1
a74d01c1-b635-41b6-9eac-5df3a5692b2a	1	bill of rights	1	1	1
a74d01c1-b635-41b6-9eac-5df3a5692b2a	2	freedom of speech	1	1	1
a74d01c1-b635-41b6-9eac-5df3a5692b2a	3	declared the thirteen colonies no longer under british rule	1	1	1
a74d01c1-b635-41b6-9eac-5df3a5692b2a	4	capitalism	1	1	1
a74d01c1-b635-41b6-9eac-5df3a5692b2a	5	legislative	1	1	1
a74d01c1-b635-41b6-9eac-5df3a5692b2a	6	congress	1	1	1
a74d01c1-b635-41b6-9eac-5df3a5692b2a	7	it's based upon population.	1	1	1
a74d01c1-b635-41b6-9eac-5df3a5692b2a	8	speaker of the house	1	1	1
a74d01c1-b635-41b6-9eac-5df3a5692b2a	9	make laws	-1	-1	-1
a74d01c1-b635-41b6-9eac-5df3a5692b2a	10	make laws	-1	-1	-1
a74d01c1-b635-41b6-9eac-5df3a5692b2a	11	run for office and vote in an election.	-1	-1	-1
a74d01c1-b635-41b6-9eac-5df3a5692b2a	12	18	-1	-1	-1
a74d01c1-b635-41b6-9eac-5df3a5692b2a	13	to practice freedom of religion.	1	1	1
a74d01c1-b635-41b6-9eac-5df3a5692b2a	14	to gain independence from great britain.	-1	-1	-1
a74d01c1-b635-41b6-9eac-5df3a5692b2a	15	1787	-1	-1	-1
a74d01c1-b635-41b6-9eac-5df3a5692b2a	16	civil war	-1	-1	-1
a74d01c1-b635-41b6-9eac-5df3a5692b2a	17	franklin delano roosevelt	-1	-1	-1
a74d01c1-b635-41b6-9eac-5df3a5692b2a	18	mississippi river	-1	-1	-1
a74d01c1-b635-41b6-9eac-5df3a5692b2a	19	texas	-1	-1	-1
a74d01c1-b635-41b6-9eac-5df3a5692b2a	20	the stripes represent the original 13 colonies!!!	1	1	1
865c453f-79df-43e4-bab5-bac0dd6a4367	1	bill of rights	1	1	1
865c453f-79df-43e4-bab5-bac0dd6a4367	2	freedom of speech	1	1	1
865c453f-79df-43e4-bab5-bac0dd6a4367	3	declared the us as an independent country from britain	1	1	1
865c453f-79df-43e4-bab5-bac0dd6a4367	4	capitalism	1	1	1
865c453f-79df-43e4-bab5-bac0dd6a4367	5	executive	1	1	1
865c453f-79df-43e4-bab5-bac0dd6a4367	6	congress	1	1	1
865c453f-79df-43e4-bab5-bac0dd6a4367	7	population	1	1	1
865c453f-79df-43e4-bab5-bac0dd6a4367	8	speaker of the house	1	1	1
865c453f-79df-43e4-bab5-bac0dd6a4367	9	taxation	-1	-1	-1
865c453f-79df-43e4-bab5-bac0dd6a4367	10	taxation	-1	-1	-1
865c453f-79df-43e4-bab5-bac0dd6a4367	11	vote and protest	-1	-1	-1
865c453f-79df-43e4-bab5-bac0dd6a4367	12	18	-1	-1	-1
865c453f-79df-43e4-bab5-bac0dd6a4367	13	religious freedom	1	1	1
865c453f-79df-43e4-bab5-bac0dd6a4367	14	independence	-1	-1	-1
865c453f-79df-43e4-bab5-bac0dd6a4367	15	1778	-1	-1	-1
865c453f-79df-43e4-bab5-bac0dd6a4367	16	civil war	-1	-1	-1
865c453f-79df-43e4-bab5-bac0dd6a4367	17	fdr	-1	-1	-1
865c453f-79df-43e4-bab5-bac0dd6a4367	18	mississippi	-1	-1	-1
865c453f-79df-43e4-bab5-bac0dd6a4367	19	arizona	-1	-1	-1
865c453f-79df-43e4-bab5-bac0dd6a4367	20	13 colonies	1	1	1
d5e84784-c7bb-4c4d-be48-716d94445015	1	the bill of rights	1	1	1
d5e84784-c7bb-4c4d-be48-716d94445015	2	freedom of speech	1	1	1
d5e84784-c7bb-4c4d-be48-716d94445015	3	told england that we were no longer one of their subjects.	1	1	1
d5e84784-c7bb-4c4d-be48-716d94445015	4	capitalism.	1	1	1
d5e84784-c7bb-4c4d-be48-716d94445015	5	executive.	1	1	1
d5e84784-c7bb-4c4d-be48-716d94445015	6	congress	1	1	1
d5e84784-c7bb-4c4d-be48-716d94445015	7	they have a larger population.	1	1	1
d5e84784-c7bb-4c4d-be48-716d94445015	8	speaker of the house.	1	1	1
d5e84784-c7bb-4c4d-be48-716d94445015	9	printing money.	-1	-1	-1
d5e84784-c7bb-4c4d-be48-716d94445015	10	making laws that affect only their state.	-1	-1	-1
d5e84784-c7bb-4c4d-be48-716d94445015	11	voting and running for office.	-1	-1	-1
d5e84784-c7bb-4c4d-be48-716d94445015	12	18	-1	-1	-1
d5e84784-c7bb-4c4d-be48-716d94445015	13	to get away from english religion.	1	1	1
d5e84784-c7bb-4c4d-be48-716d94445015	14	taxation without representation.	-1	-1	-1
d5e84784-c7bb-4c4d-be48-716d94445015	15	1776	-1	-1	-1
d5e84784-c7bb-4c4d-be48-716d94445015	16	war of 1812	-1	-1	-1
d5e84784-c7bb-4c4d-be48-716d94445015	17	fdr	-1	-1	-1
d5e84784-c7bb-4c4d-be48-716d94445015	18	mississippi and ohio.	-1	-1	-1
d5e84784-c7bb-4c4d-be48-716d94445015	19	new mexico.	-1	-1	-1
d5e84784-c7bb-4c4d-be48-716d94445015	20	to represent the 13 original colonies.	1	1	1
835ac85c-50b5-4d8d-9ee7-44d2286fb8ee	1	the bill of rights	1	1	1
835ac85c-50b5-4d8d-9ee7-44d2286fb8ee	2	the freedom of speech	1	1	1
835ac85c-50b5-4d8d-9ee7-44d2286fb8ee	3	the declaration of independence announced that the us was its own country and no longer part of the uk.	1	1	1
835ac85c-50b5-4d8d-9ee7-44d2286fb8ee	4	capitalism	1	1	1
835ac85c-50b5-4d8d-9ee7-44d2286fb8ee	5	executive, judiciary, federal	0	1	0
835ac85c-50b5-4d8d-9ee7-44d2286fb8ee	6	senate and the house of representatives	1	1	1
